customer_id,weekly_visits,session_time_minutes,page_views,app_opens
7622,17,16.62,68.0,13
7623,6,16.72,24.0,6
7624,6,10.1,24.0,6
7625,6,14.12,24.0,7
7626,7,26.13,14.0,7
7627,5,21.81,15.0,6
7628,9,10.01,36.0,11
7629,3,8.72,9.0,3
7630,7,12.73,14.0,7
7631,15,14.35,45.0,14
7632,4,8.41,16.0,4
7633,9,17.23,18.0,8
7634,6,12.32,12.0,7
7635,7,6.89,28.0,8
7636,1,19.21,4.0,1
7637,5,14.35,20.0,5
7638,3,23.03,9.0,2
7639,8,20.39,32.0,5
7640,1,15.42,4.0,1
7641,14,21.14,42.0,14
7642,6,11.83,12.0,4
7643,4,8.72,8.0,4
7644,10,8.94,30.0,8
7645,6,7.74,24.0,4
7646,4,20.63,8.0,4
7647,3,18.26,6.0,2
7648,8,22.39,24.0,7
7649,3,16.46,6.0,3
7650,8,21.01,24.0,10
7651,1,19.34,4.0,1
7652,6,27.7,12.0,7
7653,4,16.81,8.0,4
7654,6,11.98,24.0,6
7655,9,16.81,27.0,7
7656,7,17.33,14.0,7
7657,9,13.71,36.0,7
7658,10,22.02,40.0,7
7659,3,15.7,12.0,3
7660,11,16.69,22.0,8
7661,2,9.59,6.0,1
7662,9,24.92,36.0,8
7663,12,18.3,48.0,13
7664,19,16.49,38.0,20
7665,4,22.55,16.0,4
7666,8,13.09,24.0,5
7667,8,21.98,32.0,7
7668,6,17.16,24.0,4
7669,6,13.73,18.0,5
7670,10,22.32,20.0,10
7671,8,11.51,32.0,7
7672,6,6.05,24.0,4
7673,4,14.54,12.0,3
7674,6,17.58,18.0,5
7675,7,17.8,14.0,8
7676,3,22.73,6.0,3
7677,26,27.8,52.0,19
7678,14,14.12,28.0,13
7679,8,21.78,32.0,7
7680,21,8.88,84.0,19
7681,10,15.7,30.0,7
7682,15,11.38,60.0,16
7683,6,14.73,12.0,6
7684,6,10.07,24.0,4
7685,1,16.9,3.0,1
7686,17,10.15,51.0,21
7687,20,,60.0,23
7688,6,6.99,,6
7689,3,17.62,12.0,3
7690,5,14.69,10.0,4
7691,2,16.93,6.0,2
7692,7,8.56,21.0,8
7693,8,14.91,24.0,5
7694,4,7.67,8.0,3
7695,29,26.07,58.0,20
7696,4,-0.9,8.0,2
7697,11,20.0,22.0,11
7698,5,2.79,15.0,3
7699,4,8.5,12.0,3
7700,3,13.43,6.0,2
7701,19,25.66,38.0,21
7702,10,24.16,20.0,11
7703,3,,6.0,3
7704,2,15.11,6.0,2
7705,14,11.39,56.0,17
7706,3,9.36,12.0,3
7707,7,15.65,21.0,6
7708,9,18.32,36.0,8
7709,4,17.12,12.0,4
7710,5,16.34,10.0,5
7711,15,15.66,45.0,15
7712,12,15.81,48.0,14
7713,15,12.13,60.0,13
7714,0,17.43,0.0,1
7715,2,13.42,8.0,2
7716,7,15.25,28.0,8
7717,3,13.96,9.0,3
7718,17,11.4,51.0,16
7719,18,17.45,54.0,12
7720,8,27.46,16.0,9
7721,7,17.85,21.0,5
7722,9,13.27,18.0,7
7723,11,11.26,44.0,11
7724,3,23.11,12.0,2
7725,11,12.02,22.0,13
7726,12,10.52,36.0,13
7727,4,16.33,8.0,3
7728,4,26.46,12.0,2
7729,6,23.3,12.0,6
7730,6,,24.0,7
7731,9,17.37,27.0,6
7732,8,25.06,16.0,6
7733,6,12.55,12.0,5
7734,6,20.33,24.0,7
7735,8,20.01,32.0,5
7736,4,12.69,8.0,2
7737,8,17.8,24.0,9
7738,12,28.12,48.0,10
7739,7,14.42,28.0,5
7740,16,17.72,64.0,18
7741,9,10.02,27.0,8
7742,3,14.84,12.0,2
7743,9,11.42,18.0,8
7744,10,6.45,30.0,8
7745,3,20.49,12.0,3
7746,4,10.3,8.0,3
7747,4,1.34,12.0,3
7748,7,28.2,14.0,8
7749,10,24.56,40.0,9
7750,13,15.45,39.0,9
7751,3,19.72,6.0,3
7752,6,4.94,12.0,5
7753,8,14.92,24.0,9
7754,6,14.12,18.0,6
7755,13,29.35,52.0,16
7756,4,24.11,,3
7757,24,36.62,48.0,30
7758,16,23.51,32.0,17
7759,7,20.6,21.0,7
7760,9,23.78,27.0,10
7761,8,5.15,16.0,7
7762,23,17.0,92.0,27
7763,10,10.9,40.0,11
7764,5,,15.0,4
7765,9,14.84,27.0,8
7766,6,33.13,18.0,5
7767,23,17.44,92.0,26
7768,7,24.89,28.0,8
7769,6,18.93,12.0,7
7770,8,22.85,24.0,6
7771,14,31.99,28.0,13
7772,6,25.43,,6
7773,9,21.05,18.0,10
7774,1,21.3,2.0,1
7775,9,27.44,18.0,10
7776,3,12.75,9.0,2
7777,6,4.07,18.0,7
7778,2,5.47,4.0,1
7779,6,22.01,24.0,6
7780,10,12.23,40.0,11
7781,1,12.88,2.0,1
7782,7,14.89,28.0,6
7783,7,7.74,21.0,9
7784,5,24.32,15.0,5
7785,7,20.06,21.0,8
7786,10,13.27,30.0,10
7787,11,19.4,44.0,8
7788,3,11.35,9.0,2
7789,4,22.69,16.0,3
7790,8,14.36,16.0,6
7791,2,15.88,6.0,1
7792,6,15.28,12.0,6
7793,21,17.14,42.0,15
7794,11,18.54,33.0,8
7795,6,22.69,12.0,6
7796,8,19.94,32.0,8
7797,9,27.07,27.0,10
7798,15,14.19,,14
7799,5,1.82,20.0,4
7800,12,13.88,36.0,10
7801,5,15.13,15.0,6
7802,10,10.53,20.0,10
7803,17,24.3,34.0,17
7804,3,26.33,12.0,2
7805,3,12.21,6.0,3
7806,11,11.24,44.0,13
7807,4,14.96,8.0,3
7808,3,9.76,9.0,3
7809,6,19.24,12.0,7
7810,9,12.28,18.0,6
7811,8,21.91,32.0,9
7812,4,,,3
7813,4,17.63,8.0,3
7814,9,16.75,27.0,10
7815,11,14.77,22.0,13
7816,5,18.76,20.0,5
7817,6,19.96,18.0,7
7818,15,19.54,45.0,11
7819,11,20.29,22.0,11
7820,12,12.01,24.0,14
7821,6,13.52,18.0,7
7822,8,5.64,16.0,9
7823,6,19.55,12.0,6
7824,8,,24.0,8
7825,11,21.01,44.0,10
7826,9,26.73,36.0,11
7827,6,17.54,12.0,4
7828,7,8.25,28.0,6
7829,7,15.19,21.0,6
7830,12,13.41,48.0,9
7831,10,9.79,40.0,11
7832,10,14.81,40.0,12
7833,9,24.26,36.0,10
7834,14,21.77,42.0,15
7835,6,6.69,18.0,5
7836,8,20.42,24.0,9
7837,1,13.53,4.0,1
7838,25,18.2,50.0,22
7839,16,11.91,32.0,18
7840,13,17.36,26.0,10
7841,4,11.5,12.0,4
7842,8,17.44,32.0,9
7843,5,16.39,10.0,4
7844,7,14.02,28.0,9
7845,4,12.99,12.0,2
7846,4,20.22,8.0,4
7847,1,28.86,2.0,1
7848,4,11.67,12.0,4
7849,6,21.63,18.0,5
7850,12,18.39,36.0,10
7851,14,,28.0,16
7852,19,17.62,57.0,21
7853,7,12.86,28.0,9
7854,9,15.65,27.0,11
7855,11,13.91,,13
7856,4,27.41,16.0,3
7857,2,15.87,6.0,1
7858,5,15.62,15.0,4
7859,14,13.33,42.0,18
7860,12,18.33,36.0,9
7861,1,16.85,4.0,1
7862,6,20.96,24.0,5
7863,14,15.4,56.0,11
7864,11,11.04,33.0,10
7865,10,13.42,30.0,10
7866,6,14.24,,7
7867,9,20.76,27.0,11
7868,2,12.08,8.0,2
7869,5,21.7,20.0,4
7870,11,5.07,33.0,8
7871,14,22.02,56.0,15
7872,5,7.78,15.0,4
7873,16,12.23,48.0,15
7874,9,15.16,27.0,8
7875,4,18.04,12.0,3
7876,9,20.84,27.0,6
7877,4,15.43,12.0,4
7878,7,18.87,21.0,5
7879,4,12.9,16.0,3
7880,16,19.81,64.0,14
7881,7,18.99,14.0,7
7882,6,20.98,18.0,7
7883,9,11.29,,10
7884,4,24.84,12.0,5
7885,5,16.59,10.0,3
7886,4,,8.0,4
7887,8,8.1,16.0,5
7888,8,11.22,24.0,8
7889,10,16.05,30.0,12
7890,6,23.67,12.0,7
7891,6,23.36,12.0,7
7892,6,9.82,12.0,4
7893,3,14.76,9.0,3
7894,3,19.35,9.0,2
7895,6,15.08,18.0,4
7896,4,6.08,8.0,3
7897,9,6.2,36.0,10
7898,12,23.39,36.0,13
7899,9,,36.0,8
7900,5,23.75,20.0,4
7901,8,19.87,16.0,9
7902,25,29.65,50.0,23
7903,19,4.14,57.0,23
7904,3,18.91,9.0,2
7905,3,,9.0,2
7906,6,17.17,12.0,7
7907,4,21.89,16.0,3
7908,8,13.16,,6
7909,7,8.73,14.0,8
7910,4,8.8,12.0,4
7911,8,15.34,32.0,6
7912,8,14.41,32.0,7
7913,13,15.15,26.0,14
7914,6,22.09,18.0,4
7915,7,17.27,14.0,8
7916,4,2.07,12.0,4
7917,3,12.54,9.0,2
7918,15,17.38,30.0,11
7919,5,15.23,20.0,3
7920,5,26.54,20.0,3
7921,5,12.66,10.0,6
7922,9,14.26,27.0,7
7923,7,16.32,,6
7924,2,16.08,8.0,1
7925,9,15.57,27.0,8
7926,6,10.37,12.0,6
7927,4,9.19,12.0,3
7928,3,15.09,12.0,2
7929,6,7.22,12.0,6
7930,5,16.0,10.0,5
7931,8,19.46,32.0,7
7932,12,15.54,36.0,15
7933,3,12.19,9.0,3
7934,4,12.02,8.0,3
7935,14,4.62,42.0,11
7936,1,19.12,3.0,1
7937,8,25.47,16.0,8
7938,2,19.14,4.0,2
7939,5,16.51,20.0,6
7940,5,17.52,20.0,4
7941,15,19.97,30.0,12
7942,6,18.98,12.0,7
7943,15,21.12,60.0,11
7944,7,20.54,,4
7945,8,20.33,24.0,6
7946,6,10.97,18.0,7
7947,7,10.82,14.0,6
7948,4,,16.0,3
7949,16,20.68,64.0,11
7950,9,7.77,27.0,6
7951,3,12.12,12.0,3
7952,4,5.72,16.0,2
7953,1,14.09,2.0,1
7954,14,10.52,56.0,13
7955,3,17.22,6.0,3
7956,4,8.79,16.0,4
7957,11,16.68,44.0,12
7958,4,19.68,16.0,4
7959,5,12.43,15.0,6
7960,7,18.59,28.0,5
7961,11,26.35,22.0,11
7962,2,16.54,6.0,1
7963,3,5.98,9.0,2
7964,8,16.95,16.0,7
7965,7,11.67,28.0,8
7966,3,26.19,12.0,3
7967,2,9.96,6.0,2
7968,2,,8.0,2
7969,9,11.2,36.0,9
7970,7,10.36,28.0,8
7971,10,15.48,20.0,11
7972,12,7.99,48.0,11
7973,4,15.82,16.0,3
7974,5,17.3,20.0,4
7975,4,25.82,12.0,3
7976,5,13.18,15.0,4
7977,5,20.39,10.0,5
7978,4,8.36,8.0,3
7979,7,9.07,14.0,5
7980,12,16.75,36.0,11
7981,3,10.2,6.0,2
7982,16,26.49,64.0,16
7983,12,34.78,36.0,13
7984,11,29.87,22.0,14
7985,10,21.77,40.0,11
7986,3,9.4,12.0,3
7987,4,13.17,12.0,3
7988,3,13.97,9.0,3
7989,3,26.83,9.0,3
7990,8,19.87,24.0,7
7991,9,19.1,36.0,11
7992,8,18.39,24.0,6
7993,3,12.03,6.0,3
7994,8,12.6,16.0,7
7995,4,18.3,12.0,3
7996,4,12.28,12.0,3
7997,7,15.4,28.0,5
7998,16,26.0,32.0,16
7999,6,5.67,18.0,5
8000,10,2.8,20.0,12
8001,7,16.37,21.0,4
8002,10,21.06,30.0,12
8003,2,21.58,6.0,1
8004,15,20.95,60.0,15
8005,27,18.46,81.0,29
8006,12,6.55,24.0,12
8007,13,25.88,26.0,14
8008,7,10.44,28.0,6
8009,7,13.74,28.0,6
8010,10,19.69,30.0,12
8011,5,,,5
8012,12,14.57,24.0,11
8013,10,11.84,30.0,12
8014,6,14.99,18.0,7
8015,9,24.36,18.0,9
8016,3,21.91,6.0,3
8017,4,14.91,12.0,4
8018,9,17.51,36.0,7
8019,8,15.08,32.0,9
8020,14,12.75,42.0,18
8021,11,19.65,22.0,10
8022,6,15.48,12.0,6
8023,1,14.7,4.0,1
8024,6,13.85,24.0,4
8025,10,21.2,20.0,8
8026,5,14.28,10.0,5
8027,9,17.44,36.0,9
8028,10,15.71,20.0,9
8029,9,25.0,36.0,10
8030,10,29.14,40.0,12
8031,13,19.66,26.0,15
8032,13,5.24,26.0,14
8033,3,8.69,6.0,3
8034,3,18.76,,2
8035,25,22.43,50.0,21
8036,10,10.7,30.0,12
8037,9,,36.0,10
8038,2,20.23,4.0,2
8039,1,11.33,2.0,1
8040,5,24.06,15.0,4
8041,9,12.87,36.0,7
8042,23,20.48,69.0,18
8043,8,9.44,32.0,6
8044,15,15.23,45.0,12
8045,1,17.64,2.0,1
8046,6,11.89,18.0,7
8047,10,17.64,20.0,8
8048,10,8.19,40.0,11
8049,7,17.97,21.0,5
8050,3,13.3,12.0,2
8051,10,9.0,20.0,11
8052,12,15.38,24.0,13
8053,6,9.22,,6
8054,6,8.71,12.0,6
8055,16,3.55,48.0,11
8056,8,22.99,24.0,7
8057,11,18.64,44.0,7
8058,14,18.49,56.0,13
8059,6,21.62,24.0,6
8060,7,11.44,28.0,6
8061,7,13.23,14.0,5
8062,17,25.72,51.0,15
8063,6,7.99,24.0,6
8064,6,12.87,18.0,7
8065,5,14.41,15.0,6
8066,4,15.21,12.0,5
8067,3,14.33,6.0,3
8068,10,19.34,40.0,8
8069,3,17.83,9.0,2
8070,4,11.05,12.0,4
8071,4,5.29,8.0,4
8072,4,11.48,8.0,3
8073,5,13.57,20.0,5
8074,4,,8.0,4
8075,1,14.62,4.0,1
8076,3,21.22,6.0,2
8077,10,22.95,30.0,9
8078,9,19.54,18.0,10
8079,13,18.88,26.0,15
8080,5,22.82,20.0,4
8081,17,12.98,51.0,12
8082,6,16.63,24.0,6
8083,6,23.99,12.0,7
8084,9,16.69,18.0,8
8085,3,15.92,12.0,2
8086,1,18.46,4.0,1
8087,7,19.72,21.0,6
8088,6,13.22,12.0,5
8089,12,17.31,48.0,8
8090,7,27.52,14.0,6
8091,4,10.95,8.0,3
8092,5,7.81,15.0,4
8093,5,15.37,20.0,4
8094,3,6.72,6.0,2
8095,8,14.99,32.0,8
8096,4,12.13,12.0,3
8097,5,19.81,10.0,4
8098,3,13.31,12.0,3
8099,8,16.43,24.0,9
8100,19,28.87,76.0,18
8101,18,22.22,72.0,21
8102,4,16.41,12.0,4
8103,2,23.94,4.0,1
8104,2,6.85,8.0,2
8105,6,12.51,18.0,6
8106,6,10.84,24.0,6
8107,12,13.49,36.0,12
8108,3,6.92,6.0,3
8109,13,34.23,26.0,16
8110,13,21.55,39.0,16
8111,21,17.61,84.0,15
8112,2,14.16,4.0,2
8113,11,19.77,33.0,8
8114,10,22.4,20.0,10
8115,3,22.05,9.0,3
8116,13,20.25,26.0,11
8117,14,21.06,28.0,12
8118,7,19.48,28.0,6
8119,4,20.26,8.0,4
8120,3,24.5,12.0,2
8121,5,21.62,20.0,4
8122,6,14.24,18.0,5
8123,12,12.5,24.0,14
8124,8,2.96,24.0,7
8125,4,21.26,8.0,4
8126,6,21.59,18.0,5
8127,12,17.57,48.0,11
8128,4,17.7,16.0,3
8129,7,0.15,14.0,5
8130,16,22.31,32.0,17
8131,5,8.03,10.0,4
8132,15,14.92,30.0,17
8133,10,17.38,40.0,7
8134,8,10.55,32.0,7
8135,5,17.48,15.0,5
8136,8,15.88,16.0,7
8137,7,13.49,28.0,6
8138,10,19.71,20.0,8
8139,8,18.09,24.0,8
8140,6,13.87,18.0,6
8141,3,15.92,9.0,2
8142,4,22.16,12.0,4
8143,6,18.87,18.0,6
8144,10,12.44,40.0,9
8145,3,16.24,9.0,2
8146,5,8.49,20.0,4
8147,9,16.92,36.0,8
8148,5,16.55,10.0,3
8149,17,5.9,51.0,12
8150,4,20.35,12.0,3
8151,5,21.59,15.0,5
8152,6,18.39,24.0,6
8153,11,21.53,44.0,11
8154,5,12.63,20.0,4
8155,4,10.52,8.0,3
8156,5,19.81,10.0,3
8157,5,21.93,10.0,5
8158,3,10.73,12.0,3
8159,3,16.97,12.0,3
8160,9,19.64,36.0,10
8161,4,13.04,12.0,3
8162,7,12.47,14.0,7
8163,10,31.09,30.0,9
8164,10,7.07,30.0,7
8165,7,16.48,14.0,7
8166,10,15.0,20.0,12
8167,6,21.46,24.0,6
8168,1,20.04,4.0,1
8169,5,15.26,15.0,4
8170,1,9.15,2.0,1
8171,5,11.35,15.0,5
8172,7,13.6,14.0,6
8173,2,21.67,6.0,2
8174,8,18.46,16.0,6
8175,8,11.33,32.0,8
8176,11,19.12,44.0,12
8177,2,3.81,8.0,2
8178,6,18.76,18.0,5
8179,8,14.62,32.0,8
8180,5,15.5,10.0,5
8181,7,22.67,21.0,7
8182,8,22.77,32.0,5
8183,9,18.9,18.0,9
8184,5,15.72,15.0,6
8185,6,6.34,12.0,5
8186,7,11.07,28.0,4
8187,23,,92.0,27
8188,9,21.09,18.0,11
8189,5,17.07,15.0,6
8190,14,16.46,56.0,13
8191,4,21.51,12.0,3
8192,2,22.3,6.0,2
8193,12,17.77,36.0,13
8194,8,12.0,32.0,8
8195,7,24.04,28.0,8
8196,4,14.03,16.0,2
8197,14,7.01,42.0,15
8198,7,19.16,28.0,8
8199,5,23.14,20.0,4
8200,11,,44.0,13
8201,4,12.76,8.0,3
8202,5,21.31,20.0,5
8203,9,19.92,27.0,7
8204,7,2.63,28.0,7
8205,1,15.86,2.0,1
8206,7,18.13,21.0,8
8207,13,14.56,26.0,13
8208,4,19.74,8.0,5
8209,6,13.74,12.0,5
8210,8,15.67,32.0,8
8211,8,25.15,24.0,7
8212,6,18.24,18.0,5
8213,7,20.26,14.0,5
8214,14,13.85,56.0,15
8215,6,21.94,24.0,7
8216,3,21.61,9.0,3
8217,6,17.82,24.0,7
8218,5,14.95,15.0,5
8219,4,15.65,12.0,4
8220,13,23.95,39.0,9
8221,8,26.91,32.0,5
8222,9,13.38,27.0,6
8223,8,2.56,16.0,7
8224,3,2.73,9.0,2
8225,13,18.51,52.0,13
8226,6,14.55,12.0,4
8227,13,23.13,26.0,10
8228,4,13.7,16.0,3
8229,8,20.91,16.0,9
8230,4,17.05,16.0,3
8231,5,15.44,15.0,3
8232,7,20.38,14.0,6
8233,15,14.88,60.0,18
8234,7,9.9,21.0,8
8235,13,19.63,26.0,15
8236,9,14.36,18.0,9
8237,12,8.73,36.0,12
8238,7,22.24,28.0,6
8239,3,9.2,6.0,3
8240,2,20.81,4.0,1
8241,3,21.8,12.0,2
8242,9,22.23,18.0,10
8243,8,18.04,32.0,8
8244,5,20.35,10.0,6
8245,5,8.58,10.0,4
8246,35,25.81,140.0,41
8247,3,12.79,12.0,3
8248,5,19.44,20.0,5
8249,8,15.06,24.0,9
8250,9,12.6,36.0,7
8251,20,22.12,80.0,20
8252,14,21.97,42.0,10
8253,18,15.31,54.0,18
8254,4,16.65,12.0,4
8255,5,16.89,10.0,6
8256,4,16.32,12.0,4
8257,4,11.76,16.0,4
8258,3,8.3,12.0,2
8259,4,20.73,12.0,3
8260,7,15.9,21.0,6
8261,3,16.33,9.0,3
8262,5,10.34,20.0,6
8263,4,,8.0,4
8264,10,2.23,30.0,9
8265,5,24.72,20.0,3
8266,7,21.27,21.0,7
8267,4,12.99,8.0,3
8268,6,11.36,12.0,6
8269,3,14.67,6.0,2
8270,15,7.58,45.0,13
8271,9,10.73,27.0,6
8272,7,23.39,21.0,6
8273,11,25.33,33.0,13
8274,9,9.91,18.0,7
8275,6,9.78,12.0,7
8276,7,21.43,28.0,8
8277,7,17.73,14.0,8
8278,6,17.35,12.0,5
8279,4,17.58,12.0,2
8280,6,23.27,12.0,6
8281,3,17.67,9.0,2
8282,2,13.85,6.0,2
8283,17,7.09,68.0,18
8284,5,14.12,10.0,5
8285,5,15.89,15.0,6
8286,8,9.28,24.0,9
8287,12,15.89,36.0,11
8288,8,,32.0,8
8289,15,18.92,45.0,11
8290,22,22.63,66.0,18
8291,7,11.72,21.0,6
8292,12,15.26,36.0,14
8293,9,18.92,27.0,8
8294,8,13.89,32.0,8
8295,5,24.07,20.0,4
8296,4,20.36,8.0,3
8297,7,14.64,28.0,6
8298,8,19.78,32.0,6
8299,13,20.49,52.0,10
8300,11,9.4,22.0,7
8301,14,28.9,28.0,10
8302,8,16.94,32.0,7
8303,5,18.13,15.0,4
8304,7,11.25,14.0,8
8305,5,15.26,15.0,6
8306,24,17.62,72.0,19
8307,12,18.6,24.0,15
8308,9,14.04,18.0,9
8309,20,17.01,80.0,17
8310,5,15.54,10.0,5
8311,1,11.19,2.0,1
8312,11,19.96,33.0,8
8313,6,16.58,12.0,5
8314,0,18.64,0.0,1
8315,5,20.09,20.0,3
8316,4,23.68,8.0,4
8317,20,14.59,80.0,23
8318,4,12.6,16.0,4
8319,15,17.39,45.0,14
8320,1,9.78,2.0,1
8321,9,9.0,18.0,11
8322,7,18.39,28.0,5
8323,13,26.59,39.0,14
8324,5,9.16,20.0,4
8325,4,22.1,16.0,3
8326,6,18.76,18.0,7
8327,3,25.65,9.0,2
8328,8,20.69,16.0,7
8329,11,15.94,22.0,13
8330,3,21.84,6.0,2
8331,11,23.32,,11
8332,4,21.75,8.0,4
8333,3,11.72,12.0,3
8334,8,17.78,16.0,8
8335,6,24.68,12.0,7
8336,7,9.62,21.0,6
8337,3,13.53,,3
8338,0,19.79,0.0,1
8339,7,3.45,14.0,9
8340,10,27.43,40.0,9
8341,10,24.01,40.0,11
8342,6,14.5,12.0,5
8343,9,,18.0,7
8344,9,12.4,18.0,6
8345,7,7.13,21.0,8
8346,12,17.32,24.0,12
8347,23,25.99,46.0,28
8348,1,14.31,3.0,1
8349,21,26.79,63.0,18
8350,3,13.57,6.0,3
8351,3,23.42,9.0,2
8352,5,13.12,15.0,5
8353,4,15.68,8.0,5
8354,6,11.57,24.0,6
8355,10,13.55,40.0,10
8356,7,18.65,28.0,5
8357,11,22.78,33.0,9
8358,13,16.81,39.0,9
8359,15,18.61,60.0,12
8360,14,15.3,42.0,11
8361,8,27.2,24.0,10
8362,7,11.44,21.0,7
8363,9,17.86,36.0,6
8364,14,7.0,42.0,14
8365,7,17.24,14.0,6
8366,9,5.07,27.0,11
8367,4,15.14,8.0,4
8368,22,25.77,,17
8369,9,18.81,18.0,8
8370,1,11.11,4.0,1
8371,8,20.18,16.0,8
8372,3,12.75,6.0,3
8373,7,21.3,14.0,7
8374,3,16.16,9.0,3
8375,6,12.15,24.0,5
8376,7,21.73,28.0,7
8377,10,20.41,30.0,7
8378,2,13.48,4.0,2
8379,11,16.31,44.0,12
8380,2,17.17,8.0,1
8381,8,16.6,16.0,5
8382,6,13.38,12.0,6
8383,26,30.05,104.0,25
8384,5,14.98,10.0,5
8385,5,13.54,20.0,4
8386,4,16.55,16.0,4
8387,3,7.91,9.0,3
8388,11,14.66,44.0,9
8389,14,18.16,42.0,15
8390,6,11.75,12.0,5
8391,4,17.99,8.0,3
8392,9,18.57,18.0,6
8393,17,15.68,68.0,19
8394,7,14.31,14.0,5
8395,14,7.63,42.0,17
8396,23,17.0,46.0,26
8397,9,16.99,18.0,11
8398,0,14.25,0.0,1
8399,7,9.53,28.0,5
8400,7,14.83,14.0,5
8401,2,16.75,4.0,2
8402,6,20.94,12.0,5
8403,19,18.67,38.0,21
8404,15,27.21,45.0,18
8405,12,22.37,36.0,12
8406,4,16.48,12.0,4
8407,20,23.26,60.0,20
8408,9,18.18,27.0,11
8409,4,16.63,12.0,3
8410,9,17.81,36.0,9
8411,9,20.76,27.0,10
8412,5,18.39,20.0,5
8413,11,31.16,22.0,9
8414,11,16.39,22.0,12
8415,7,18.68,14.0,6
8416,6,27.86,18.0,5
8417,9,13.75,27.0,7
8418,5,10.91,10.0,4
8419,3,21.18,12.0,2
8420,5,19.61,10.0,4
8421,9,17.51,36.0,11
8422,10,19.49,20.0,7
8423,7,16.92,14.0,8
8424,11,19.16,22.0,9
8425,20,22.88,40.0,19
8426,6,14.26,18.0,5
8427,10,24.34,30.0,11
8428,6,15.25,18.0,6
8429,9,8.37,36.0,6
8430,3,15.5,9.0,3
8431,3,14.59,9.0,3
8432,3,9.8,12.0,3
8433,11,11.23,33.0,12
8434,8,16.75,16.0,9
8435,4,10.37,8.0,5
8436,6,19.22,12.0,5
8437,12,31.26,24.0,9
8438,10,25.72,40.0,9
8439,2,16.64,8.0,2
8440,8,11.39,24.0,8
8441,6,19.29,12.0,6
8442,1,19.97,4.0,1
8443,9,15.97,27.0,7
8444,5,14.01,20.0,3
8445,8,23.04,24.0,6
8446,5,18.26,15.0,4
8447,4,27.77,8.0,3
8448,6,11.11,24.0,4
8449,5,18.26,15.0,6
8450,8,20.54,32.0,7
8451,6,15.2,,5
8452,5,11.36,10.0,4
8453,8,17.17,32.0,10
8454,4,20.74,12.0,3
8455,14,1.99,56.0,14
8456,8,28.67,16.0,8
8457,5,15.12,15.0,5
8458,4,15.62,8.0,3
8459,5,30.76,15.0,4
8460,3,11.43,6.0,2
8461,12,11.92,48.0,9
8462,10,19.4,40.0,12
8463,8,18.28,24.0,5
8464,4,11.69,12.0,3
8465,7,18.91,14.0,7
8466,3,14.95,12.0,3
8467,8,26.27,16.0,6
8468,4,4.12,16.0,5
8469,4,15.28,8.0,3
8470,1,19.09,2.0,1
8471,4,20.64,8.0,3
8472,10,19.94,30.0,9
8473,3,12.31,6.0,2
8474,13,10.02,52.0,15
8475,5,15.55,15.0,5
8476,5,13.56,15.0,6
8477,11,15.66,44.0,14
8478,4,,12.0,3
8479,7,16.4,14.0,5
8480,7,20.16,28.0,8
8481,3,20.24,6.0,2
8482,8,11.7,32.0,9
8483,3,23.58,9.0,3
8484,8,17.91,32.0,7
8485,27,17.93,108.0,23
8486,6,24.13,18.0,6
8487,9,17.65,18.0,8
8488,9,11.08,18.0,9
8489,15,14.42,,13
8490,5,23.72,15.0,4
8491,14,7.08,56.0,10
8492,7,11.2,28.0,7
8493,3,14.43,12.0,2
8494,6,12.78,24.0,7
8495,5,15.34,20.0,5
8496,13,,52.0,9
8497,5,8.9,10.0,4
8498,8,13.48,32.0,10
8499,4,15.41,16.0,4
8500,5,16.82,10.0,6
8501,9,11.74,18.0,9
8502,19,18.16,38.0,21
8503,10,21.61,40.0,12
8504,11,17.03,33.0,10
8505,9,12.61,18.0,10
8506,5,11.83,15.0,5
8507,3,17.1,12.0,2
8508,13,21.91,26.0,13
8509,7,25.15,14.0,7
8510,9,19.77,36.0,10
8511,3,4.8,12.0,2
8512,4,9.9,12.0,4
8513,5,3.78,15.0,5
8514,4,10.85,8.0,3
8515,12,3.74,24.0,10
8516,8,9.56,16.0,10
8517,8,17.46,24.0,10
8518,19,26.1,76.0,19
8519,10,16.19,20.0,7
8520,2,19.42,4.0,1
8521,7,18.8,21.0,4
8522,1,18.36,4.0,1
8523,8,18.73,24.0,9
8524,7,13.99,14.0,5
8525,4,9.98,16.0,5
8526,3,15.63,6.0,3
8527,4,21.16,12.0,2
8528,3,16.42,6.0,3
8529,6,23.68,12.0,5
8530,25,22.87,100.0,23
8531,7,18.41,14.0,4
8532,10,14.34,40.0,10
8533,7,21.65,14.0,6
8534,7,16.96,21.0,7
8535,7,12.83,14.0,6
8536,7,11.46,21.0,8
8537,8,16.08,16.0,6
8538,8,18.76,16.0,9
8539,2,16.03,6.0,2
8540,7,13.26,21.0,8
8541,5,20.48,20.0,3
8542,5,8.09,20.0,5
8543,11,29.94,33.0,13
8544,9,22.93,27.0,10
8545,7,17.96,21.0,8
8546,5,18.86,15.0,4
8547,4,18.32,8.0,3
8548,19,18.43,38.0,21
8549,3,19.07,6.0,3
8550,3,7.7,9.0,2
8551,4,14.82,12.0,3
8552,4,17.84,8.0,4
8553,5,8.99,20.0,4
8554,4,12.57,8.0,4
8555,6,18.23,12.0,7
8556,4,18.39,12.0,3
8557,9,19.06,27.0,7
8558,3,21.65,,2
8559,15,20.72,60.0,18
8560,6,14.03,12.0,7
